1234,9.137
1235,9.221
1236,8.775
1237,9.433
1238,10.099
1239,10.074
1240,9.733
1241,10.154
1242,10.653
1243,10.591
1244,10.541
1245,10.795
1246,11.345
1247,10.953
1248,10.337
1249,9.945
1250,10.041
1251,9.816
1252,10.241
1253,10.737
1254,10.350
1255,9.870
1256,10.337
1257,10.400
1258,10.175
1259,9.867
1260,9.467
1261,8.571
1262,7.426
1263,6.905
1264,7.329
1265,7.259
1266,6.826
1267,7.289
1268,7.185
1269,7.805
1270,8.000
1271,8.092
1272,8.542
1273,8.384
1274,9.284
1275,10.384
1276,10.942
1277,10.679
1278,11.229
1279,10.896
1280,11.192
1281,12.025
1282,12.341
1283,12.128
1284,10.595
1285,9.437
1286,8.766
1287,7.791
1288,6.645
1289,6.454
1290,6.183
1291,5.825
1292,5.484
1293,5.451
1294,6.552
1295,7.285
1296,7.177
1297,7.940
1298,9.123
1299,10.314
1300,11.035
1301,10.910
1302,10.535
1303,10.906
1304,10.080
1305,9.805
1306,9.830
1307,9.305
1308,8.234
1309,6.943
1310,5.785
1311,5.423
1312,5.285
1313,4.797
1314,4.822
1315,5.243
1316,6.056
1317,6.635
1318,6.898
1319,6.960
1320,7.656
1321,8.509
1322,9.739
1323,10.760
1324,10.856
1325,10.226
1326,9.851
1327,9.709
1328,9.576
1329,9.872
1330,10.059
1331,9.697
1332,8.367
1333,7.313
1334,7.072
1335,7.218
1336,7.121
1337,7.429
1338,8.320
1339,9.057
1340,9.003
1341,8.453
1342,9.166
1343,9.862
1344,10.312
1345,10.262
1346,10.154
1347,9.996
1348,10.179
1349,9.738
1350,9.496
1351,10.467
1352,10.233
1353,10.795
1354,10.840
1355,10.940
1356,10.636
1357,10.248
1358,9.324
1359,8.674
1360,8.149
1361,7.424
1362,7.508
1363,6.691
1364,6.674
1365,7.412
1366,8.658
1367,9.454
1368,9.578
1369,10.748
1370,11.311
1371,11.290
1372,11.431
1373,11.657
1374,11.820
1375,11.187
1376,9.874
1377,8.808
1378,8.613
1379,7.651
1380,7.305
1381,7.830
1382,8.393
1383,8.517
1384,7.938
1385,7.550
1386,7.246
1387,7.075
1388,6.750
1389,6.350
1390,6.446
1391,5.492
1392,4.638
1393,4.455
1394,4.797
1395,4.972
1396,5.306
1397,5.981
1398,6.560
1399,6.731
1400,6.406
1401,7.056
1402,7.843
1403,8.602
1404,10.043
1405,11.031
1406,12.176
1407,12.217
1408,12.688
1409,13.471
1410,14.100
1411,13.850
1412,13.609
1413,13.350
1414,12.758
1415,11.820
1416,11.408
1417,12.054
1418,12.353
1419,12.695
1420,12.882
1421,13.478
1422,13.819
1423,14.044
1424,13.182
1425,13.974
1426,14.591
1427,14.658
1428,15.205
1429,15.088
1430,14.693
1431,14.851
1432,14.622
1433,14.614
1434,14.547
1435,13.688
1436,12.737
1437,11.883
1438,10.116
1439,9.391
1440,9.695
1441,9.732
1442,9.961
1443,9.424
1444,9.554
1445,9.850
1446,9.734
1447,9.950
1448,10.325
1449,11.484
1450,12.493
1451,13.039
1452,12.560
1453,12.305
1454,12.151
1455,11.843
1456,11.734
1457,12.176
1458,12.797
1459,12.330
1460,12.484
1461,12.463
1462,13.250
1463,14.192
1464,15.674
1465,16.915
1466,17.861
1467,18.266
1468,19.799
1469,20.174
1470,19.053
1471,19.103
1472,18.354
1473,17.767
1474,16.414
1475,14.960
1476,13.802
1477,12.805
1478,10.888
1479,10.221
1480,10.487
1481,9.984
1482,10.309
1483,10.038
1484,9.929
1485,9.792
1486,9.605
1487,9.284
1488,8.830
1489,8.739
1490,7.889
1491,6.980
1492,6.321
1493,6.745
1494,7.966
1495,9.408
1496,9.974
1497,10.241
1498,10.350
1499,10.354
1500,10.300
1501,11.046
1502,11.909
1503,11.805
1504,10.701
1505,9.579
1506,9.892
1507,9.538
1508,10.033
1509,9.937
1510,10.612
1511,10.999
1512,10.286
1513,10.586
1514,11.832
1515,12.245
1516,11.849
1517,12.433
1518,12.196
1519,12.283
1520,13.017
1521,12.526
1522,12.964
1523,12.339
1524,11.014
1525,11.452
1526,12.636
1527,12.236
1528,12.686
1529,12.465
1530,11.889
1531,11.855
1532,11.376
1533,11.568
1534,12.051
1535,12.171
1536,11.545
1537,12.548
1538,11.993
1539,11.852
1540,11.677
1541,11.536
1542,11.565
1543,11.327
1544,10.794
1545,10.216
1546,9.300
1547,8.551
1548,8.618
1549,9.039
1550,9.173
1551,9.906
1552,10.994
1553,12.048
1554,12.214
1555,12.326
1556,13.372
1557,14.076
1558,15.976
1559,17.171
1560,17.992
1561,16.996
1562,15.791
1563,14.404
1564,14.234
1565,13.796
1566,13.350
1567,13.879
1568,12.392
1569,11.038
1570,9.692
1571,9.913
1572,10.375
1573,11.296
1574,11.175
1575,11.467
1576,11.904
1577,10.462
1578,10.399
1579,11.312
1580,12.145
1581,11.599
1582,10.766
1583,10.212
1584,10.207
1585,9.444
1586,8.244
1587,8.124
1588,7.649
1589,6.890
1590,5.773
1591,6.011
1592,6.894
1593,7.069
1594,7.611
1595,8.170
1596,8.632
1597,8.998
1598,9.553
1599,9.479
1600,9.921
1601,10.121
1602,9.592
1603,8.988
1604,7.888
1605,7.371
1606,7.234
1607,6.626
1608,5.846
1609,5.183
1610,4.775
1611,4.212
1612,3.921
1613,4.133
1614,4.496
1615,4.967
1616,5.034
1617,6.255
1618,6.914
1619,8.006
1620,9.985
1621,11.014
1622,11.918
1623,11.806
1624,12.352
1625,13.606
1626,14.581
1627,14.526
1628,15.109
1629,14.650
1630,13.392
1631,12.421
1632,11.925
1633,12.262
1634,12.187
1635,11.021
1636,10.108
1637,9.588
1638,8.376
1639,8.268
1640,8.047
1641,8.339
1642,8.293
1643,8.447
1644,8.001
1645,7.513
1646,7.330
1647,7.142
1648,7.195
1649,6.908
1650,7.012
1651,7.191
1652,6.866
1653,6.579
1654,6.487
1655,6.733
1656,7.233
1657,7.208
1658,7.734
1659,8.542
1660,8.905
1661,9.893
1662,9.947
1663,10.555
1664,11.068
1665,11.143
1666,10.610
1667,11.023
1668,11.710
1669,11.647
1670,11.101
1671,9.588
1672,9.709
1673,9.355
1674,9.471
1675,9.817
1676,9.904
1677,9.424
1678,8.391
1679,7.579
1680,7.503
1681,8.412
1682,8.854
1683,9.296
1684,9.676
1685,10.242
1686,10.779
1687,11.709
1688,12.559
1689,12.917
1690,12.988
1691,13.413
1692,13.842
1693,13.612
1694,13.111
1695,12.203
1696,11.345
1697,10.766
1698,10.549
1699,10.899
1700,10.437
1701,9.278
1702,8.482
1703,8.928
1704,9.362
1705,9.679
1706,9.692
1707,8.900
1708,7.971
1709,7.484
1710,8.042
1711,8.780
1712,9.355
1713,8.647
1714,8.180
1715,8.309
1716,8.792
1717,8.942
1718,9.113
1719,8.900
1720,8.288
1721,7.554
1722,6.500
1723,6.738
1724,7.347
1725,6.926
1726,6.568
1727,7.126
1728,7.209
1729,6.993
1730,6.693
1731,6.652
1732,7.473
1733,7.489
1734,6.830
1735,6.430
1736,6.263
1737,5.613
1738,5.609
1739,6.404
1740,6.891
1741,6.891
1742,6.353
1743,6.095
1744,6.237
1745,7.024
1746,7.620
1747,8.078
1748,8.086
1749,7.795
1750,7.874
1751,9.078
1752,10.545
1753,11.136
1754,12.252
1755,12.986
1756,15.007
1757,15.424
1758,15.883
1759,15.770
1760,15.645
1761,15.545
1762,14.703
1763,14.150
1764,12.926
1765,11.701
1766,10.267
1767,9.738
1768,9.446
1769,10.005
1770,10.656
1771,11.814
1772,13.189
1773,13.822
1774,13.859
1775,14.738
1776,14.330
1777,14.722
1778,15.872
1779,15.455
1780,15.696
1781,13.871
1782,12.971
1783,12.329
1784,13.387
1785,13.750
1786,13.671
1787,14.529
1788,14.125
1789,14.025
1790,14.213
1791,15.143
1792,14.610
1793,15.006
1794,15.373
1795,14.864
1796,15.022
1797,13.989
1798,13.822
1799,14.339
1800,13.630
1801,12.588
1802,13.280
1803,12.684
1804,11.455
1805,10.922
1806,10.710
1807,10.756
1808,10.431
1809,9.980
1810,9.864
1811,9.622
1812,8.468
1813,8.376
1814,8.455
1815,9.300
1816,9.317
1817,10.558
1818,11.200
1819,11.271
1820,12.079
1821,12.783
1822,13.241
1823,13.633
1824,13.633
1825,13.229
1826,14.191
1827,13.967
1828,13.867
1829,14.313
1830,13.850
1831,13.196
1832,12.571
1833,11.800
1834,11.400
1835,11.496
1836,10.808
1837,9.328
1838,8.536
1839,7.420
1840,7.145
1841,8.562
1842,9.999
1843,10.945
1844,11.841
1845,12.087
1846,12.287
1847,12.191
1848,12.712
1849,13.953
1850,14.241
1851,13.291
1852,13.316
1853,13.154
1854,12.212
1855,10.991
1856,10.171
1857,11.121
1858,10.888
1859,10.801
1860,10.868
1861,11.014
1862,10.727
1863,10.760
1864,11.326
1865,12.227
1866,12.618
1867,12.481
1868,12.210
1869,12.302
1870,12.918
1871,12.876
1872,13.414
1873,14.613
1874,15.606
1875,15.726
1876,15.660
1877,15.860
1878,16.035
1879,15.647
1880,14.897
1881,14.914
1882,14.334
1883,12.943
1884,12.193
1885,12.943
1886,14.067
1887,13.800
1888,13.875
1889,13.767
1890,13.559
1891,13.029
1892,12.908
1893,12.725
1894,11.637
1895,10.295
1896,9.229
1897,9.421
1898,10.354
1899,11.574
1900,11.845
1901,13.287
1902,14.666
1903,15.399
1904,15.966
1905,16.438
1906,16.650
1907,16.775
1908,15.846
1909,14.821
1910,15.854
1911,15.462
1912,13.088
1913,12.567
1914,12.617
1915,13.121
1916,12.954
1917,12.933
1918,13.579
1919,14.992
1920,15.046
1921,15.371
1922,15.924
1923,16.062
1924,16.586
1925,15.894
1926,16.049
1927,15.415
1928,15.173
1929,13.998
1930,12.927
1931,11.786
1932,12.120
1933,13.137
1934,12.825
1935,12.983
1936,12.262
1937,11.929
1938,10.596
1939,10.038
1940,10.464
1941,10.677
1942,10.902
1943,9.752
1944,8.994
1945,8.927
1946,9.502
1947,9.682
1948,10.065
1949,10.481
1950,10.126
1951,9.617
1952,8.692
1953,8.741
1954,9.062
1955,9.000
1956,8.875
1957,9.837
1958,11.699
1959,12.049
1960,11.945
1961,12.816
1962,13.279
1963,13.109
1964,12.846
1965,12.212
1966,11.549
1967,10.036
1968,8.049
1969,7.024
1970,6.807
1971,6.965
1972,6.868
1973,6.584
1974,6.180
1975,6.118
1976,6.652
1977,7.777
1978,8.027
1979,7.798
1980,7.169
1981,6.032
1982,5.858
1983,6.359
1984,6.972
1985,7.026
1986,6.864
1987,6.077
1988,5.844
1989,5.957
1990,6.620
1991,7.545
1992,7.649
1993,7.690
1994,8.527
1995,9.081
1996,8.893
1997,9.114
1998,9.014
1999,9.134
2000,8.530
2001,7.234
2002,6.426
2003,6.047
2004,5.026
2005,4.497
2006,4.818
2007,4.926
